amount,hour,transaction_type,merchant_category,country,device_risk_score,ip_risk_score,account_age_days,previous_transactions,international,is_fraud
29.84,1,ATM,Utilities,India,0.382,0.235,1160,13,0,0
24.66,19,POS,Utilities,India,0.223,0.468,2668,13,0,0
23.47,6,POS,Utilities,India,0.411,0.324,2313,11,0,0
35.94,8,POS,Entertainment,India,0.391,0.139,505,16,0,0
23.7,1,Online,Utilities,Singapore,0.459,0.179,2883,12,1,0
13.96,22,POS,Entertainment,India,0.556,0.383,853,11,0,0
83.05,15,Bank Transfer,Travel,India,0.309,0.139,237,17,0,0
84.32,23,Online,Travel,USA,0.65,0.329,1050,10,1,0
365.33,13,Online,Food,India,0.41,0.228,1305,11,0,0
34.18,3,POS,Electronics,India,0.239,0.387,228,11,0,0
89.67,8,Online,Entertainment,India,0.227,0.599,1789,14,0,0
91.17,10,Online,Entertainment,India,0.674,0.545,1302,9,0,0
51.74,3,ATM,Utilities,India,0.41,0.268,1757,9,0,0
140.38,22,POS,Entertainment,India,0.339,0.392,1492,14,0,0
144.78,22,ATM,Grocery,India,0.293,0.26,1539,10,0,0
92.52,13,POS,Electronics,India,0.365,0.28,463,10,0,0
51.64,14,POS,Travel,India,0.398,0.253,2467,12,0,0
46.64,16,Bank Transfer,Food,USA,0.279,0.571,1878,8,1,0
16.98,16,POS,Electronics,India,0.434,0.213,632,8,0,0
29.79,1,POS,Utilities,India,0.329,0.259,333,8,0,0
35.8,12,Online,Travel,USA,0.513,0.245,2896,17,1,0
21.67,18,Online,Electronics,India,0.375,0.111,1570,19,0,0
103.54,19,POS,Entertainment,Singapore,0.451,0.213,2426,13,1,0
220.66,14,POS,Electronics,India,0.237,0.497,1441,12,0,0
26.89,21,POS,Grocery,India,0.296,0.243,879,6,0,0
88.54,14,Online,Travel,India,0.192,0.259,881,11,0,0
23.71,9,POS,Electronics,India,0.024,0.176,98,12,0,0
49.16,10,ATM,Food,India,0.454,0.463,1644,12,0,0
33.44,16,Bank Transfer,Entertainment,India,0.19,0.24,2163,14,0,0
121.74,21,POS,Food,India,0.278,0.029,331,13,0,0
33.83,5,POS,Electronics,USA,0.4,0.239,80,16,1,0
183.4,7,POS,Food,India,0.295,0.319,500,11,0,0
52.16,15,POS,Grocery,USA,0.106,0.271,1460,9,1,0
34.83,18,POS,Travel,India,0.196,0.503,1554,14,0,0
19.04,9,ATM,Food,India,0.142,0.022,1746,4,0,0
85.9,15,POS,Utilities,India,0.093,0.307,2521,13,0,0
163.24,0,Online,Food,UAE,0.466,0.508,2936,13,1,0
87.65,7,Online,Grocery,India,0.324,0.177,2693,10,0,0
625.68,22,ATM,Utilities,India,0.567,0.213,942,11,0,0
278.6,13,POS,Travel,Singapore,0.374,0.248,1353,11,1,0
49.03,20,POS,Entertainment,India,0.347,0.123,2155,10,0,0
48.52,5,Bank Transfer,Utilities,India,0.231,0.111,797,19,0,0
106.67,6,POS,Utilities,India,0.507,0.31,2863,11,0,0
28.85,23,Online,Grocery,USA,0.324,0.275,378,15,1,0
214.07,23,Online,Travel,India,0.114,0.302,1389,6,0,0
95.74,21,Online,Food,Singapore,0.136,0.451,2257,12,1,0
86.18,7,POS,Entertainment,USA,0.142,0.136,363,14,1,0
132.55,19,POS,Utilities,India,0.209,0.118,2969,16,0,0
373.47,11,Online,Food,India,0.656,0.237,370,9,0,0
79.12,20,Online,Grocery,UK,0.369,0.218,759,11,1,0
59.56,20,ATM,Entertainment,Singapore,0.214,0.221,1169,11,1,0
301.48,10,ATM,Entertainment,Singapore,0.151,0.086,1928,16,1,0
175.48,7,Bank Transfer,Electronics,India,0.153,0.372,974,10,0,0
48.38,23,Bank Transfer,Food,USA,0.281,0.269,1710,14,1,0
67.03,10,ATM,Travel,USA,0.489,0.226,950,11,1,0
81.08,10,POS,Entertainment,UAE,0.536,0.55,1044,9,1,0
95.76,15,Online,Grocery,India,0.38,0.249,1454,19,0,0
17.17,22,Online,Utilities,UK,0.347,0.308,888,10,1,0
14.26,3,Online,Utilities,USA,0.051,0.392,1612,7,1,0
27.46,23,POS,Entertainment,Singapore,0.144,0.292,1252,8,1,0
25.41,10,Online,Entertainment,USA,0.35,0.301,797,11,1,0
35.03,0,POS,Utilities,Singapore,0.585,0.064,1210,16,1,0
125.8,7,POS,Grocery,India,0.749,0.283,1321,14,0,0
56.32,11,ATM,Food,India,0.505,0.519,1460,18,0,0
81.16,16,Online,Food,India,0.069,0.355,1955,15,0,0
19.6,13,Online,Utilities,UK,0.062,0.086,873,11,1,0
42.03,3,Online,Entertainment,India,0.227,0.439,1671,9,0,0
119.97,11,Online,Food,India,0.516,0.25,1305,13,0,0
120.9,5,POS,Food,UAE,0.194,0.314,2265,12,1,0
32.31,6,Online,Grocery,Singapore,0.345,0.164,1862,15,1,0
78.39,17,POS,Travel,USA,0.665,0.634,823,6,1,0
601.15,19,Online,Electronics,UK,0.508,0.143,649,7,1,0
65.52,3,POS,Utilities,India,0.422,0.353,1130,12,0,0
33.34,14,Bank Transfer,Utilities,India,0.28,0.364,1054,17,0,1
56.05,10,ATM,Food,India,0.224,0.189,1660,13,0,0
73.13,8,Online,Grocery,UK,0.329,0.073,747,7,1,0
57.33,17,POS,Entertainment,India,0.145,0.207,2723,15,0,0
64.63,5,Online,Electronics,India,0.36,0.709,2502,13,0,0
15.75,18,ATM,Food,USA,0.592,0.386,1836,6,1,0
25.47,9,Online,Electronics,India,0.05,0.074,1991,11,0,0
57.44,2,ATM,Entertainment,Singapore,0.051,0.405,864,19,1,0
56.53,19,Bank Transfer,Travel,India,0.349,0.383,1679,14,0,0
37.86,20,Online,Grocery,Singapore,0.115,0.116,111,16,1,0
55.87,13,Online,Travel,India,0.211,0.137,413,18,0,0
70.88,17,Online,Utilities,UK,0.636,0.46,1544,12,1,0
162.29,3,Online,Grocery,USA,0.224,0.322,296,7,1,0
60.39,8,Online,Travel,India,0.468,0.155,2851,11,0,0
99.4,8,ATM,Electronics,India,0.233,0.052,2219,8,0,0
38.8,18,POS,Utilities,Singapore,0.344,0.353,2001,13,1,0
118.17,8,POS,Electronics,India,0.298,0.381,2692,8,0,0
97.1,17,POS,Utilities,USA,0.428,0.258,1273,11,1,0
158.51,7,Bank Transfer,Utilities,India,0.115,0.368,2582,19,0,0
136.11,14,Online,Food,UK,0.409,0.436,231,19,1,0
120.15,5,Online,Electronics,India,0.042,0.37,2401,11,0,0
60.44,13,Online,Food,India,0.281,0.256,350,9,0,0
85.19,1,Online,Entertainment,India,0.172,0.347,370,16,0,0
193.16,17,Bank Transfer,Grocery,India,0.749,0.096,2231,17,0,0
34.74,0,Bank Transfer,Entertainment,India,0.373,0.428,2111,13,0,0
35.57,23,ATM,Electronics,Singapore,0.096,0.213,948,9,1,0
79.95,20,ATM,Utilities,USA,0.359,0.368,456,12,1,0
101.02,13,POS,Food,UAE,0.404,0.165,879,13,1,0
29.25,21,POS,Utilities,UK,0.222,0.464,1399,14,1,0
61.88,19,Online,Grocery,India,0.449,0.573,693,18,0,0
60.7,3,Online,Grocery,India,0.177,0.093,2806,19,0,0
7.28,17,POS,Grocery,UAE,0.394,0.153,2691,11,1,0
53.54,9,ATM,Utilities,India,0.246,0.567,1211,17,0,0
56.98,20,POS,Utilities,India,0.745,0.257,916,8,0,0
56.81,20,POS,Utilities,Singapore,0.245,0.243,594,18,1,0
274.76,22,POS,Travel,UAE,0.634,0.082,531,14,1,0
19.77,10,ATM,Travel,India,0.094,0.148,263,9,0,0
29.24,4,ATM,Electronics,India,0.276,0.12,1102,13,0,0
4.89,3,Online,Entertainment,India,0.056,0.267,2681,8,0,0
41.23,3,ATM,Travel,USA,0.456,0.444,2131,10,1,0
44.9,23,ATM,Food,India,0.458,0.434,158,15,0,0
40.05,14,Online,Food,USA,0.373,0.218,1243,13,1,0
201.88,8,ATM,Electronics,India,0.201,0.171,989,17,0,0
157.69,10,POS,Electronics,India,0.067,0.525,2295,14,0,0
72.09,4,Online,Food,India,0.628,0.37,1574,12,0,0
46.03,13,POS,Entertainment,India,0.085,0.4,2046,10,0,0
186.08,10,Online,Travel,UK,0.242,0.273,200,14,1,0
65.38,19,Online,Food,India,0.51,0.443,1067,11,0,0
29.42,0,POS,Grocery,UK,0.225,0.343,1076,11,1,0
11.99,22,Online,Grocery,India,0.124,0.073,2625,10,0,0
42.89,1,Online,Food,UAE,0.315,0.256,2282,10,1,0
141.83,10,Online,Electronics,UK,0.282,0.424,222,11,1,1
649.72,8,POS,Travel,India,0.138,0.057,498,12,0,0
70.92,17,POS,Grocery,UAE,0.568,0.51,2205,6,1,0
31.02,15,Online,Utilities,India,0.272,0.261,1082,17,0,0
20.39,4,ATM,Entertainment,India,0.331,0.241,1523,9,0,0
115.81,11,Bank Transfer,Utilities,UAE,0.17,0.406,1146,12,1,0
11.42,12,POS,Grocery,UAE,0.287,0.487,962,7,1,0
115.62,11,ATM,Grocery,USA,0.212,0.085,377,13,1,0
151.07,0,Online,Travel,UAE,0.222,0.355,1226,9,1,0
103.16,4,Bank Transfer,Grocery,India,0.429,0.444,2388,15,0,0
53.54,12,POS,Electronics,India,0.596,0.123,1763,10,0,1
117.32,6,Online,Food,India,0.146,0.234,520,15,0,0
79.12,13,Online,Travel,India,0.344,0.306,821,11,0,0
30.63,3,POS,Electronics,India,0.367,0.437,2137,6,0,0
424.29,17,POS,Food,India,0.353,0.078,1821,10,0,0
46.91,4,POS,Travel,India,0.118,0.064,2984,7,0,0
144.86,15,Online,Electronics,India,0.058,0.558,1590,11,0,0
5.94,20,Online,Food,India,0.186,0.188,2852,17,0,0
239.0,8,ATM,Utilities,USA,0.401,0.343,2306,10,1,0
289.68,3,POS,Travel,India,0.563,0.236,2624,8,0,0
68.71,0,Bank Transfer,Grocery,USA,0.063,0.296,538,8,1,0
116.6,8,Online,Utilities,UK,0.413,0.167,1179,18,1,0
116.57,2,Bank Transfer,Food,India,0.11,0.219,1070,16,0,0
35.07,21,POS,Electronics,Singapore,0.666,0.057,303,11,1,0
115.25,23,ATM,Entertainment,UAE,0.213,0.098,1532,10,1,0
29.71,23,Bank Transfer,Utilities,India,0.459,0.249,169,3,0,0
36.28,22,ATM,Grocery,USA,0.206,0.177,2182,8,1,0
205.81,14,ATM,Utilities,India,0.605,0.268,804,17,0,0
176.74,7,Online,Food,India,0.307,0.131,1008,12,0,0
32.9,10,ATM,Food,India,0.208,0.308,736,11,0,0
32.02,6,Online,Utilities,USA,0.019,0.344,917,15,1,0
34.97,20,Online,Travel,Singapore,0.268,0.097,1376,14,1,0
138.75,10,Bank Transfer,Entertainment,USA,0.557,0.367,2679,12,1,0
24.53,9,POS,Food,UK,0.158,0.235,394,7,1,0
95.27,16,Online,Utilities,India,0.4,0.161,327,9,0,0
140.73,8,Bank Transfer,Electronics,India,0.19,0.237,954,9,0,0
61.05,8,POS,Entertainment,India,0.144,0.488,2182,11,0,0
183.11,5,POS,Electronics,India,0.078,0.277,2262,7,0,0
49.19,1,POS,Electronics,USA,0.252,0.147,2413,9,1,0
53.85,0,ATM,Electronics,India,0.279,0.102,2034,13,0,0
25.1,9,Bank Transfer,Utilities,India,0.517,0.27,784,16,0,0
184.41,23,POS,Utilities,India,0.145,0.205,1973,15,0,0
30.98,6,Online,Travel,India,0.527,0.37,1311,13,0,0
94.61,15,Online,Utilities,India,0.037,0.237,2046,8,0,0
62.1,7,Online,Food,India,0.07,0.171,1559,13,0,0
23.27,7,Online,Grocery,India,0.227,0.278,2793,9,0,0
36.27,3,Bank Transfer,Entertainment,India,0.035,0.207,2311,10,0,0
265.83,13,POS,Grocery,India,0.14,0.233,2948,12,0,0
81.59,15,POS,Utilities,UAE,0.378,0.044,2622,15,1,0
24.31,8,Online,Electronics,India,0.146,0.075,1486,11,0,0
90.5,12,Online,Utilities,India,0.446,0.255,1178,9,0,0
57.62,11,Online,Electronics,India,0.258,0.182,840,14,0,0
2109.16,6,POS,Grocery,India,0.27,0.225,1045,7,0,0
88.69,16,POS,Entertainment,India,0.051,0.161,589,18,0,0
45.58,13,Bank Transfer,Entertainment,India,0.204,0.056,1054,8,0,0
275.9,1,POS,Travel,UAE,0.206,0.261,2626,12,1,0
10.58,11,Online,Travel,UAE,0.293,0.289,587,12,1,0
73.28,9,ATM,Utilities,India,0.714,0.294,2631,7,0,0
490.01,19,POS,Entertainment,India,0.405,0.154,167,14,0,0
59.37,7,POS,Travel,India,0.167,0.272,491,11,0,0
11.78,22,Online,Entertainment,India,0.386,0.207,2667,8,0,0
44.88,14,Online,Travel,India,0.218,0.244,1580,11,0,0
285.58,3,POS,Travel,USA,0.357,0.128,936,6,1,0
97.13,9,Online,Food,India,0.172,0.17,580,20,0,0
28.82,21,POS,Entertainment,India,0.241,0.259,34,4,0,0
33.61,6,POS,Utilities,India,0.418,0.294,617,11,0,0
38.1,16,POS,Electronics,India,0.118,0.446,436,14,0,0
95.7,18,POS,Grocery,India,0.019,0.57,2059,15,0,0
254.22,16,Online,Food,India,0.236,0.608,2827,13,0,0
191.03,2,Bank Transfer,Entertainment,India,0.373,0.261,751,15,0,0
105.22,8,POS,Utilities,India,0.261,0.185,184,12,0,0
17.61,8,Online,Grocery,India,0.214,0.15,2979,9,0,0
17.67,8,Online,Food,UK,0.587,0.16,2076,13,1,0
113.66,21,Online,Food,India,0.283,0.19,1189,13,0,0
17.37,0,Online,Food,India,0.036,0.361,2342,10,0,0
53.22,12,POS,Grocery,Singapore,0.306,0.07,2089,12,1,0
90.39,23,Online,Grocery,USA,0.345,0.652,2244,15,1,0
21.38,21,POS,Food,India,0.434,0.539,508,13,0,0
23.94,14,ATM,Travel,India,0.198,0.321,1000,9,0,0
60.7,23,POS,Food,India,0.276,0.081,1563,14,0,0
110.35,9,ATM,Grocery,India,0.128,0.224,1919,15,0,0
192.77,14,Online,Entertainment,Singapore,0.549,0.593,1668,10,1,1
122.37,13,Online,Travel,India,0.159,0.454,845,10,0,0
71.78,1,POS,Electronics,India,0.312,0.614,1112,12,0,0
31.62,0,Online,Electronics,India,0.318,0.142,1250,7,0,0
22.85,21,ATM,Electronics,India,0.036,0.197,226,9,0,0
40.01,4,Online,Food,India,0.252,0.073,2493,10,0,0
100.48,8,POS,Food,India,0.37,0.186,1946,14,0,0
93.38,14,POS,Entertainment,India,0.319,0.438,1820,14,0,0
8.17,13,POS,Utilities,Singapore,0.441,0.561,2297,15,1,0
30.4,12,ATM,Travel,USA,0.233,0.161,1406,15,1,0
222.41,23,Online,Utilities,UAE,0.536,0.197,1765,7,1,1
72.18,18,ATM,Food,Singapore,0.361,0.165,2061,6,1,0
16.17,22,ATM,Travel,UAE,0.396,0.299,1949,8,1,0
703.33,15,Online,Utilities,UAE,0.265,0.231,2220,18,1,0
64.78,23,Online,Entertainment,India,0.434,0.044,208,8,0,0
97.94,14,Online,Travel,India,0.049,0.431,2790,13,0,0
99.44,13,Online,Travel,India,0.379,0.153,1582,15,0,0
46.17,19,POS,Food,India,0.362,0.48,2305,15,0,0
32.21,20,ATM,Entertainment,USA,0.024,0.43,120,11,1,0
556.5,1,Bank Transfer,Grocery,India,0.36,0.108,1436,23,0,0
181.85,21,Online,Food,UK,0.297,0.522,1363,11,1,0
151.7,16,Bank Transfer,Food,UK,0.211,0.461,654,16,1,0
118.66,21,Bank Transfer,Utilities,India,0.217,0.601,2679,12,0,0
24.45,17,Online,Entertainment,India,0.06,0.188,1411,16,0,0
239.26,22,ATM,Utilities,India,0.136,0.054,2677,12,0,0
28.7,6,Online,Grocery,India,0.174,0.438,1320,17,0,0
88.53,4,POS,Entertainment,India,0.277,0.423,1776,6,0,0
12.94,4,POS,Electronics,India,0.179,0.438,1797,11,0,0
8.66,6,Online,Food,India,0.326,0.575,1901,11,0,0
91.68,5,ATM,Utilities,India,0.462,0.099,1876,9,0,0
29.69,10,POS,Utilities,India,0.31,0.14,2406,10,0,0
9.12,4,ATM,Travel,India,0.131,0.066,651,11,0,0
114.5,3,Online,Travel,India,0.207,0.078,2148,13,0,0
555.62,12,Online,Entertainment,UAE,0.189,0.129,2418,11,1,0
267.62,19,POS,Utilities,India,0.447,0.245,2459,17,0,0
51.56,3,Online,Food,UAE,0.374,0.173,1240,13,1,0
67.28,12,POS,Grocery,India,0.705,0.25,1260,10,0,0
162.02,15,POS,Grocery,India,0.648,0.13,2361,12,0,0
204.82,16,POS,Entertainment,UAE,0.204,0.463,1544,15,1,0
47.3,2,POS,Entertainment,USA,0.173,0.501,47,6,1,1
69.0,17,POS,Utilities,India,0.412,0.187,2253,16,0,0
90.07,0,Online,Food,USA,0.109,0.168,2309,15,1,0
116.03,5,Online,Electronics,India,0.395,0.398,1532,17,0,0
58.38,7,POS,Grocery,UK,0.242,0.096,1648,4,1,0
59.14,20,Bank Transfer,Entertainment,India,0.207,0.261,1589,17,0,0
265.03,4,Online,Utilities,UK,0.045,0.109,1270,4,1,0
223.52,18,Bank Transfer,Grocery,UAE,0.466,0.125,2093,19,1,0
107.49,23,Online,Electronics,Singapore,0.055,0.175,428,14,1,0
372.08,23,POS,Electronics,USA,0.277,0.167,866,9,1,0
45.31,7,Bank Transfer,Entertainment,USA,0.22,0.481,2660,9,1,0
337.98,2,Bank Transfer,Entertainment,India,0.143,0.18,2406,15,0,0
114.72,5,Online,Travel,India,0.215,0.304,160,12,0,0
1756.41,18,Online,Utilities,Singapore,0.252,0.336,515,6,1,0
20.24,4,Online,Grocery,India,0.389,0.342,341,14,0,0
33.47,15,Online,Entertainment,India,0.278,0.106,2873,13,0,0
101.37,8,ATM,Entertainment,UK,0.55,0.207,2538,11,1,0
99.21,18,Online,Grocery,India,0.398,0.276,1722,19,0,0
468.78,14,POS,Entertainment,UK,0.163,0.318,2066,8,1,0
34.18,14,POS,Travel,UK,0.304,0.166,1852,11,1,1
164.83,18,POS,Travel,India,0.093,0.505,2531,14,0,0
213.25,22,POS,Grocery,India,0.213,0.438,2762,15,0,0
134.92,8,Online,Entertainment,USA,0.255,0.085,2915,14,1,0
25.51,12,Bank Transfer,Entertainment,India,0.068,0.25,1024,7,0,0
272.53,15,POS,Food,UAE,0.166,0.414,1021,15,1,0
228.0,19,POS,Entertainment,India,0.455,0.318,344,13,0,0
121.46,11,POS,Electronics,India,0.424,0.222,2427,15,0,0
81.81,8,Online,Food,India,0.195,0.241,1256,9,0,0
83.61,20,Online,Entertainment,UK,0.652,0.149,116,9,1,0
61.64,22,Online,Electronics,India,0.444,0.262,2485,12,0,0
126.57,13,Bank Transfer,Food,Singapore,0.388,0.37,2735,14,1,0
68.8,2,Bank Transfer,Grocery,UAE,0.102,0.257,2564,13,1,0
28.54,6,ATM,Food,India,0.153,0.155,1911,15,0,0
23.37,11,ATM,Utilities,India,0.161,0.525,2620,21,0,0
31.44,16,Online,Entertainment,India,0.049,0.089,2709,8,0,0
83.27,16,Online,Travel,Singapore,0.305,0.505,1632,5,1,1
64.91,19,Online,Food,India,0.12,0.155,1692,15,0,0
82.71,0,ATM,Food,Singapore,0.451,0.274,968,9,1,0
110.04,11,POS,Utilities,Singapore,0.344,0.206,1893,10,1,0
35.61,16,POS,Entertainment,India,0.437,0.115,2990,12,0,0
288.78,23,POS,Entertainment,India,0.164,0.081,2789,14,0,0
51.02,3,Online,Entertainment,UAE,0.373,0.134,2539,10,1,0
43.23,21,Online,Electronics,UK,0.532,0.103,907,11,1,0
108.03,0,POS,Electronics,USA,0.252,0.306,2271,16,1,0
10.63,4,Online,Electronics,India,0.33,0.054,1033,15,0,0
30.25,20,Online,Electronics,India,0.328,0.103,53,12,0,0
177.87,18,ATM,Utilities,India,0.44,0.201,2555,11,0,0
11.74,23,POS,Utilities,UAE,0.257,0.466,912,8,1,0
203.89,14,POS,Utilities,India,0.201,0.609,2895,12,0,0
302.21,14,Online,Food,UK,0.081,0.322,1639,14,1,0
46.09,12,Online,Travel,India,0.166,0.283,2003,20,0,0
89.28,12,ATM,Grocery,Singapore,0.033,0.107,1727,13,1,0
204.2,12,Online,Travel,India,0.448,0.386,1290,9,0,0
41.81,7,Bank Transfer,Food,USA,0.047,0.271,2725,13,1,0
158.82,20,POS,Electronics,India,0.383,0.02,334,12,0,0
34.08,8,Online,Food,Singapore,0.569,0.096,486,19,1,0
41.36,14,Bank Transfer,Utilities,USA,0.539,0.657,1822,15,1,0
29.98,16,POS,Electronics,India,0.201,0.442,2902,11,0,0
93.94,12,ATM,Utilities,India,0.103,0.012,2472,14,0,0
212.29,14,POS,Food,India,0.407,0.424,2120,11,0,0
55.47,1,Online,Entertainment,India,0.109,0.288,330,20,0,0
18.7,7,POS,Grocery,India,0.122,0.336,175,9,0,0
22.59,10,Online,Travel,India,0.391,0.27,872,10,0,0
98.95,9,ATM,Utilities,India,0.377,0.229,2144,14,0,0
421.63,21,POS,Utilities,India,0.63,0.236,306,11,0,0
98.86,21,POS,Food,USA,0.177,0.151,1064,13,1,0
45.29,17,POS,Grocery,India,0.236,0.459,1017,15,0,0
143.48,8,POS,Grocery,India,0.199,0.129,457,15,0,0
52.48,1,Online,Electronics,Singapore,0.101,0.4,1732,11,1,0
45.68,18,Bank Transfer,Utilities,India,0.223,0.081,715,15,0,0
25.57,21,POS,Electronics,USA,0.202,0.237,390,14,1,0
272.72,11,Online,Utilities,UAE,0.135,0.086,1300,8,1,0
5.26,19,Online,Food,UK,0.337,0.35,1421,8,1,1
148.1,22,POS,Grocery,India,0.086,0.389,615,12,0,0
41.94,13,POS,Food,India,0.179,0.046,41,19,0,0
44.24,5,ATM,Electronics,Singapore,0.318,0.57,215,11,1,0
362.24,0,Online,Travel,UK,0.729,0.393,2472,10,1,0
32.65,18,ATM,Entertainment,India,0.198,0.345,2463,12,0,0
33.78,13,Online,Travel,India,0.056,0.183,2027,11,0,0
58.53,3,Online,Utilities,Singapore,0.416,0.223,801,10,1,0
100.87,1,Bank Transfer,Entertainment,UK,0.18,0.206,1947,11,1,0
42.87,23,Bank Transfer,Entertainment,India,0.419,0.269,2764,14,0,0
13.82,7,Bank Transfer,Grocery,India,0.553,0.437,2543,5,0,0
28.06,7,POS,Utilities,India,0.096,0.198,2126,11,0,0
240.17,15,Bank Transfer,Electronics,India,0.215,0.307,417,12,0,0
71.86,8,ATM,Entertainment,USA,0.55,0.438,1337,12,1,0
104.7,21,ATM,Travel,India,0.189,0.256,2903,13,0,0
51.35,16,Online,Entertainment,India,0.315,0.443,2334,12,0,0
34.48,8,Bank Transfer,Travel,India,0.308,0.018,141,16,0,0
356.94,6,Online,Entertainment,Singapore,0.001,0.279,2641,11,1,0
55.25,20,ATM,Travel,Singapore,0.357,0.082,1337,18,1,0
42.8,14,Online,Utilities,UK,0.301,0.031,455,17,1,0
199.57,22,ATM,Entertainment,UAE,0.378,0.252,6,10,1,0
32.38,8,ATM,Electronics,UAE,0.21,0.407,1219,18,1,0
36.79,0,POS,Electronics,India,0.276,0.193,2762,14,0,0
67.37,21,POS,Grocery,India,0.626,0.562,1820,15,0,0
66.7,5,Online,Travel,UK,0.028,0.123,1432,16,1,0
86.45,20,ATM,Entertainment,India,0.506,0.35,1557,8,0,0
540.05,17,ATM,Entertainment,India,0.161,0.092,821,14,0,0
93.34,5,ATM,Utilities,UAE,0.177,0.17,56,16,1,0
6.18,18,ATM,Grocery,India,0.251,0.185,1332,10,0,0
92.42,1,Online,Travel,UAE,0.476,0.291,552,4,1,0
69.26,9,POS,Entertainment,India,0.217,0.097,2853,17,0,0
69.65,8,Online,Electronics,India,0.065,0.167,752,15,0,0
85.28,15,Bank Transfer,Travel,Singapore,0.557,0.45,691,18,1,0
64.8,12,Online,Travel,UK,0.391,0.387,1351,7,1,0
63.27,14,Bank Transfer,Utilities,India,0.336,0.141,1036,6,0,0
123.11,11,Bank Transfer,Utilities,India,0.152,0.4,1814,12,0,0
38.78,17,Online,Grocery,India,0.073,0.292,32,10,0,0
25.85,3,ATM,Utilities,India,0.453,0.429,2918,12,0,0
1371.67,17,Online,Food,India,0.086,0.219,659,13,0,0
32.59,1,Online,Utilities,India,0.35,0.425,1991,8,0,0
73.71,2,POS,Food,India,0.277,0.146,2652,13,0,0
14.94,17,POS,Entertainment,India,0.27,0.379,142,9,0,0
74.92,3,POS,Food,India,0.174,0.151,1438,11,0,0
26.23,18,Online,Entertainment,India,0.347,0.108,1782,12,0,0
42.84,3,POS,Entertainment,India,0.196,0.102,297,14,0,0
189.63,3,Online,Food,India,0.24,0.262,1981,15,0,0
106.91,22,Online,Grocery,UAE,0.271,0.024,2494,21,1,0
117.73,4,Online,Grocery,UAE,0.462,0.132,383,9,1,0
11.35,21,Bank Transfer,Electronics,UK,0.386,0.277,2539,8,1,0
418.59,8,Online,Electronics,India,0.049,0.43,1409,4,0,0
20.25,19,POS,Utilities,USA,0.528,0.773,2934,8,1,0
307.53,22,Bank Transfer,Grocery,India,0.382,0.181,860,10,0,0
185.22,2,ATM,Utilities,India,0.648,0.392,184,14,0,0
118.79,7,Online,Grocery,Singapore,0.134,0.423,1975,9,1,0
28.36,13,ATM,Electronics,India,0.07,0.182,1320,10,0,0
77.6,20,POS,Electronics,UAE,0.18,0.169,1907,15,1,1
41.64,4,ATM,Food,USA,0.33,0.054,2655,13,1,0
68.65,4,POS,Grocery,India,0.068,0.198,2587,9,0,0
51.94,8,Online,Entertainment,India,0.143,0.169,357,13,0,0
8.68,4,POS,Grocery,UK,0.341,0.291,201,10,1,0
204.75,6,ATM,Entertainment,India,0.014,0.501,1088,13,0,0
61.49,3,POS,Food,India,0.21,0.064,398,12,0,0
41.07,19,POS,Utilities,India,0.341,0.242,2716,9,0,0
38.08,19,POS,Utilities,UAE,0.252,0.27,1645,9,1,0
95.44,3,ATM,Utilities,India,0.153,0.383,277,16,0,0
27.28,12,POS,Electronics,UAE,0.36,0.282,1668,14,1,0
6.99,15,Online,Electronics,USA,0.032,0.518,2176,13,1,0
100.2,15,POS,Food,India,0.636,0.536,2321,9,0,0
112.07,23,ATM,Food,India,0.148,0.28,2848,5,0,0
54.62,15,POS,Entertainment,UK,0.051,0.388,1854,5,1,0
21.16,16,Bank Transfer,Electronics,India,0.358,0.149,1806,18,0,0
72.89,0,POS,Electronics,India,0.549,0.126,174,11,0,0
15.42,1,POS,Grocery,India,0.435,0.051,2637,13,0,0
23.87,14,POS,Travel,Singapore,0.183,0.27,2324,14,1,0
31.48,21,POS,Entertainment,USA,0.602,0.259,2398,23,1,0
155.08,9,Online,Utilities,India,0.229,0.466,2919,8,0,0
46.4,15,POS,Food,India,0.594,0.344,2419,11,0,0
42.61,5,Bank Transfer,Electronics,India,0.174,0.389,1294,13,0,0
470.92,10,Online,Grocery,UK,0.661,0.33,1889,13,1,0
94.87,18,POS,Grocery,India,0.368,0.057,2653,8,0,0
93.6,15,Online,Entertainment,UAE,0.738,0.132,211,16,1,0
46.08,2,POS,Food,Singapore,0.254,0.154,446,10,1,0
36.73,21,POS,Travel,India,0.289,0.475,1199,14,0,0
7.49,22,POS,Travel,Singapore,0.191,0.397,1979,13,1,0
175.69,11,POS,Grocery,USA,0.213,0.191,2500,10,1,0
104.41,8,POS,Entertainment,USA,0.026,0.367,925,14,1,0
55.75,12,Bank Transfer,Food,India,0.088,0.478,611,14,0,0
58.14,19,Online,Travel,UAE,0.16,0.152,567,10,1,0
139.23,10,Bank Transfer,Entertainment,India,0.189,0.44,902,12,0,0
14.09,0,POS,Utilities,UK,0.326,0.462,181,15,1,0
36.97,1,Bank Transfer,Food,India,0.242,0.414,1539,11,0,0
21.41,19,Online,Travel,India,0.039,0.407,2584,8,0,0
392.1,18,POS,Grocery,UAE,0.142,0.113,1268,15,1,0
160.08,18,ATM,Entertainment,India,0.074,0.271,1458,11,0,0
7.37,3,POS,Food,India,0.24,0.537,2452,19,0,0
14.68,4,Online,Electronics,Singapore,0.08,0.158,39,13,1,0
